Book Title,Price,Availability,Rating,Image URL,Book Link,Category,BookTitle_Cleaned,Price_Normalized,Category_Encoded
John Vassos: Industrial Design for Modern Life,20.22,1,4,https://books.toscrape.com/media/cache/85/a1/85a19d4c20a4801013e8108a166d10af.jpg,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,Default,John Vassos: Industrial Design for Modern Life,0.27664605311022183,14.0
I'll Give You the Sun,56.48,1,1,https://books.toscrape.com/media/cache/af/93/af933f86038dc55487b5bf1d81ff4bfb.jpg,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,Default,I'll Give You the Sun,0.9361586031284103,14.0
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,1,2,https://books.toscrape.com/media/cache/58/6a/586afa8809f59bff51b89b2bc4a16129.jpg,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,0.8703164787195343,14.0
Ender's Game (The Ender Quintet #1),43.64,1,1,https://books.toscrape.com/media/cache/8a/0d/8a0d251ccece436f956df676c99e70f7.jpg,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,Default,Ender's Game (The Ender Quintet #1),0.7026191342306293,14.0
Death by Leisure: A Cautionary Tale,37.51,1,4,https://books.toscrape.com/media/cache/7d/16/7d16c126f85826628bf9dcccd7a66b32.jpg,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,Default,Death by Leisure: A Cautionary Tale,0.5911240451073118,14.0
Wildlife of New York: A Five-Borough Coloring Book,22.14,1,2,https://books.toscrape.com/media/cache/0c/07/0c07b114195b45c156f7f1e23820c49a.jpg,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,Default,Wildlife of New York: A Five-Borough Coloring Book,0.31156784285194616,14.0
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,1,https://books.toscrape.com/media/cache/8e/43/8e4335b369bdad5ccc1551e5592f89ac.jpg,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,0.5403783193888687,14.0
The Great Gatsby,36.05,1,4,https://books.toscrape.com/media/cache/28/cb/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,Default,The Great Gatsby,0.5645689341578756,14.0
The Good Girl,49.03,1,3,https://books.toscrape.com/media/cache/e2/71/e2718be90a081b33d2606a386b073998.jpg,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,Default,The Good Girl,0.8006547835576573,14.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,1,4,https://books.toscrape.com/media/cache/c9/c3/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.5121862495452892,14.0
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,1,2,https://books.toscrape.com/media/cache/5f/17/5f17f0e06d7d67717eff3833d309a233.jpg,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,0.28901418697708253,14.0
Life of Pi,13.22,1,4,https://books.toscrape.com/media/cache/e7/ae/e7aee104ca78dac961bd906294fe88f1.jpg,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,Default,Life of Pi,0.14932702801018552,14.0
The Sound Of Love,57.84,1,5,https://books.toscrape.com/media/cache/4e/3a/4e3a151bbe2629a55df09fd318fdeb0a.jpg,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,Default,The Sound Of Love,0.9608948708621318,14.0
The Perks of Being a Wallflower,55.02,1,3,https://books.toscrape.com/media/cache/ca/5b/ca5b33c09daab4667ed37b330de889bd.jpg,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,Default,The Perks of Being a Wallflower,0.9096034921789742,14.0
The Makings of a Fatherless Child,31.58,1,2,https://books.toscrape.com/media/cache/6f/6c/6f6c7560e254f8242f86ef048f1ba7b3.jpg,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,Default,The Makings of a Fatherless Child,0.4832666424154238,14.0
The Hobbit (Middle-Earth Universe),17.8,1,5,https://books.toscrape.com/media/cache/8b/d3/8bd38de5367fc675467431f343862569.jpg,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,Default,The Hobbit (Middle-Earth Universe),0.23263004728992362,14.0
The Fellowship of the Ring (The Lord of the Rings #1),10.27,1,2,https://books.toscrape.com/media/cache/ed/75/ed75000b92734d99b76a17954857327c.jpg,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,Default,The Fellowship of the Ring (The Lord of the Rings #1),0.09567115314659876,14.0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,1,3,https://books.toscrape.com/media/cache/31/b0/31b0e0a42826b326e43235beb8ddd783.jpg,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,0.46544197890141875,14.0
Musicophilia: Tales of Music and the Brain,46.58,1,1,https://books.toscrape.com/media/cache/02/66/02667c5b8f5a5e9e45c0799518f086ca.jpg,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,Default,Musicophilia: Tales of Music and the Brain,0.7560931247726446,14.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,1,4,https://books.toscrape.com/media/cache/59/bc/59bcc421ae9f5a6f12ef11e849fb745d.jpg,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,0.8852309930883957,14.0
The Fault in Our Stars,47.22,1,1,https://books.toscrape.com/media/cache/69/61/696100859e82b2ec7a796129d6cca44a.jpg,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,Default,The Fault in Our Stars,0.7677337213532193,14.0
The Dream Thieves (The Raven Cycle #2),34.5,1,1,https://books.toscrape.com/media/cache/d9/7a/d97a3a4a65b5275ab506b28c7a88e0a5.jpg,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,Default,The Dream Thieves (The Raven Cycle #2),0.5363768643142961,14.0
The 5th Wave (The 5th Wave #1),11.83,1,2,https://books.toscrape.com/media/cache/10/d0/10d0c5e47d0e8cce16b6b5e6be48cb16.jpg,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,Default,The 5th Wave (The 5th Wave #1),0.12404510731174972,14.0
Shiver (The Wolves of Mercy Falls #1),16.23,1,5,https://books.toscrape.com/media/cache/84/73/847399651d8f2dfae1a0d5a0ea4064b2.jpg,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,Default,Shiver (The Wolves of Mercy Falls #1),0.20407420880320115,14.0
Remember Me?,11.48,1,3,https://books.toscrape.com/media/cache/3f/95/3f9572f94858197e92786b194f0f12df.jpg,https://books.toscrape.com/catalogue/remember-me_391/index.html,Default,Remember Me?,0.1176791560567479,14.0
If I Stay (If I Stay #1),38.13,1,5,https://books.toscrape.com/media/cache/cb/b3/cbb3754c7bae0d54dcf561aed4f9d6e3.jpg,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,Default,If I Stay (If I Stay #1),0.6024008730447435,14.0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,1,2,https://books.toscrape.com/media/cache/c1/42/c14297e48de02ac420c587822ff329ab.jpg,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),0.5736631502364495,14.0
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,1,https://books.toscrape.com/media/cache/58/e4/58e434a6a4eb267eac7aa529b0c2ec15.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,Default,Harry Potter and the Deathly Hallows (Harry Potter #7),0.3330301927973809,14.0
Fool Me Once,16.96,1,1,https://books.toscrape.com/media/cache/b6/9c/b69c4ea86e09921aabc4e0431a8273a5.jpg,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,Default,Fool Me Once,0.21735176427791925,14.0
Drama,38.7,1,2,https://books.toscrape.com/media/cache/68/ce/68ce8be6a167f510d07a7da637b62c6f.jpg,https://books.toscrape.com/catalogue/drama_371/index.html,Default,Drama,0.612768279374318,14.0
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,1,5,https://books.toscrape.com/media/cache/db/14/db14903b3a56a297ef6aefe7624d637f.jpg,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",0.5296471444161513,14.0
Alight (The Generations Trilogy #2),58.59,1,4,https://books.toscrape.com/media/cache/5e/f3/5ef34ba3e937218db15178a1a5ce195f.jpg,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,Default,Alight (The Generations Trilogy #2),0.9745361949799928,14.0
Vogue Colors A to Z: A Fashion Coloring Book,52.35,1,4,https://books.toscrape.com/media/cache/1f/55/1f5541682b39b390a3db41430922d510.jpg,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,Default,Vogue Colors A to Z: A Fashion Coloring Book,0.8610403783193888,14.0
The Shining (The Shining #1),27.88,1,3,https://books.toscrape.com/media/cache/db/96/db9686744f93c0e9ff3945144827f99a.jpg,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,Default,The Shining (The Shining #1),0.4159694434339759,14.0
The Hunger Games (The Hunger Games #1),29.85,1,5,https://books.toscrape.com/media/cache/41/c7/41c72a9c7733fc5f7434b2fa33060c54.jpg,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,Default,The Hunger Games (The Hunger Games #1),0.4518006547835577,14.0
Outlander (Outlander #1),19.67,1,5,https://books.toscrape.com/media/cache/b1/0b/b10ba73e67297fc8ed9e877bdcf60813.jpg,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,Default,Outlander (Outlander #1),0.26664241542379047,14.0
Mockingjay (The Hunger Games #3),20.44,1,4,https://books.toscrape.com/media/cache/76/b4/76b462eda7a84ccf39a543d63c695ca7.jpg,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,Default,Mockingjay (The Hunger Games #3),0.2806475081847945,14.0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,1,3,https://books.toscrape.com/media/cache/04/c8/04c8a51d23d4335d300324e917ca4d8f.jpg,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),0.1616951618770462,14.0
Confessions of a Shopaholic (Shopaholic #1),48.94,1,2,https://books.toscrape.com/media/cache/e3/b5/e3b5a3dcc2993295f5a6fb429052799c.jpg,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,Default,Confessions of a Shopaholic (Shopaholic #1),0.7990178246635139,14.0
Zero History (Blue Ant #3),34.77,1,1,https://books.toscrape.com/media/cache/74/52/74524b04dc99cbfc7bf5d37fcc1489ab.jpg,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,Default,Zero History (Blue Ant #3),0.5412877409967262,14.0
World War Z: An Oral History of the Zombie War,21.8,1,1,https://books.toscrape.com/media/cache/7e/bf/7ebfa1c62b21beeaad37a6474a39cfe8.jpg,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,Default,World War Z: An Oral History of the Zombie War,0.3053837759185158,14.0
Wild: From Lost to Found on the Pacific Crest Trail,46.02,1,3,https://books.toscrape.com/media/cache/c8/41/c841873951efb18dea28162452efff58.jpg,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,Default,Wild: From Lost to Found on the Pacific Crest Trail,0.7459076027646417,14.0
"Where'd You Go, Bernadette",18.13,1,1,https://books.toscrape.com/media/cache/c6/7e/c67eb0d6e56c4459e8c0d45c08471a89.jpg,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,Default,"Where'd You Go, Bernadette",0.23863222990178243,14.0
Twilight (Twilight #1),41.93,1,2,https://books.toscrape.com/media/cache/70/10/7010c24f80a4172f7405677ef0592f26.jpg,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,Default,Twilight (Twilight #1),0.6715169152419062,14.0
The Paris Wife,36.8,1,3,https://books.toscrape.com/media/cache/01/c8/01c847671683538fcf084eede54d6270.jpg,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,Default,The Paris Wife,0.5782102582757366,14.0
The Maze Runner (The Maze Runner #1),20.93,1,1,https://books.toscrape.com/media/cache/5e/87/5e87e44785de47c2a03091deaa82330f.jpg,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,Default,The Maze Runner (The Maze Runner #1),0.289559839941797,14.0
The Lover's Dictionary,58.09,1,2,https://books.toscrape.com/media/cache/47/e7/47e7563b0731a2b8131233f70d211f7a.jpg,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,Default,The Lover's Dictionary,0.9654419789014187,14.0
The Goldfinch,43.58,1,3,https://books.toscrape.com/media/cache/fb/4d/fb4dde3351d00ef104f29aeecd2d41fb.jpg,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,Default,The Goldfinch,0.7015278283012004,14.0
The Giver (The Giver Quartet #1),12.3,1,1,https://books.toscrape.com/media/cache/b3/ed/b3eda9490c9e2ed02c3a8650e687731b.jpg,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,Default,The Giver (The Giver Quartet #1),0.13259367042560932,14.0
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,1,2,https://books.toscrape.com/media/cache/11/71/117145e4525b2e801e2cd1ba4dd70441.jpg,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,Default,The Girl Who Played with Fire (Millennium Trilogy #2),0.31156784285194616,14.0
The Demon-Haunted World: Science as a Candle in the Dark,52.25,1,4,https://books.toscrape.com/media/cache/4a/35/4a352dc298e4bbe6ba5f81bbc0d41ca0.jpg,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,Default,The Demon-Haunted World: Science as a Candle in the Dark,0.859221535103674,14.0
The Book Thief,53.49,1,2,https://books.toscrape.com/media/cache/ff/a0/ffa08bf29ae0a5c9e91564dba71cde90.jpg,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,Default,The Book Thief,0.8817751909785376,14.0
The Autobiography of Malcolm X,23.43,1,2,https://books.toscrape.com/media/cache/84/07/84074b59293cc5bf4012ef0f60e90c4f.jpg,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,Default,The Autobiography of Malcolm X,0.33503092033466714,14.0
Shopaholic & Baby (Shopaholic #5),46.45,1,2,https://books.toscrape.com/media/cache/f0/a4/f0a48c8cc6acd322eacd9d35e55d63e7.jpg,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,Default,Shopaholic & Baby (Shopaholic #5),0.7537286285922153,14.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,1,https://books.toscrape.com/media/cache/ee/3a/ee3aebe36d1d0fa11a95a07067294b8c.jpg,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,0.7009821753364859,14.0
Packing for Mars: The Curious Science of Life in the Void,56.68,1,2,https://books.toscrape.com/media/cache/8d/72/8d7216b05e1b5edf9bdb0d2db295ca33.jpg,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,Default,Packing for Mars: The Curious Science of Life in the Void,0.93979628955984,14.0
Orange Is the New Black,24.61,1,2,https://books.toscrape.com/media/cache/d9/ea/d9ea34aea25469189bca07af6a18790a.jpg,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,Default,Orange Is the New Black,0.35649327028010186,14.0
One for the Money (Stephanie Plum #1),32.87,1,2,https://books.toscrape.com/media/cache/4e/52/4e52f087337abef25de62845f093ed6e.jpg,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,Default,One for the Money (Stephanie Plum #1),0.5067297198981447,14.0
Morning Star (Red Rising #3),29.4,1,1,https://books.toscrape.com/media/cache/b5/f0/b5f04530d0343e763a80ef3f2dbdb386.jpg,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,Default,Morning Star (Red Rising #3),0.443615860312841,14.0
Life After Life,26.13,1,2,https://books.toscrape.com/media/cache/59/80/59803a88c2e5dd7a2e36de1d41f7f1ae.jpg,https://books.toscrape.com/catalogue/life-after-life_187/index.html,Default,Life After Life,0.38413968715896685,14.0
"Lean In: Women, Work, and the Will to Lead",25.02,1,1,https://books.toscrape.com/media/cache/4f/e5/4fe55bc7134401f6db04f0775ead1d4c.jpg,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,Default,"Lean In: Women, Work, and the Will to Lead",0.3639505274645325,14.0
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,1,3,https://books.toscrape.com/media/cache/6b/94/6b94e98f822a42c03c4ff0b9cfdd6e0c.jpg,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,Default,Is Everyone Hanging Out Without Me? (And Other Concerns),0.2746453255729356,14.0
Gone Girl,37.6,1,5,https://books.toscrape.com/media/cache/24/ad/24ad42075b1aa1403aef934c29c1e8ba.jpg,https://books.toscrape.com/catalogue/gone-girl_162/index.html,Default,Gone Girl,0.592761004001455,14.0
Fellside,38.62,1,1,https://books.toscrape.com/media/cache/f4/8f/f48f179d6bda290b66b2d165e0a419e6.jpg,https://books.toscrape.com/catalogue/fellside_155/index.html,Default,Fellside,0.611313204801746,14.0
Eclipse (Twilight #3),18.74,1,1,https://books.toscrape.com/media/cache/05/f8/05f833af99c37decb506e34e36f5cdaf.jpg,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,Default,Eclipse (Twilight #3),0.24972717351764273,14.0
Dracula,52.62,1,3,https://books.toscrape.com/media/cache/ef/d7/efd7c316b4d60a403ba6d111fdeb2d41.jpg,https://books.toscrape.com/catalogue/dracula_150/index.html,Default,Dracula,0.8659512550018188,14.0
Dead Wake: The Last Crossing of the Lusitania,39.24,1,5,https://books.toscrape.com/media/cache/69/0e/690ee5b7ef94ea460861eee2e67fd787.jpg,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,Default,Dead Wake: The Last Crossing of the Lusitania,0.6225900327391779,14.0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,1,https://books.toscrape.com/media/cache/df/95/df9520adbabbb17f22fcb3f49c69640f.jpg,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",0.23281193161149505,14.0
Dark Places,23.9,1,5,https://books.toscrape.com/media/cache/51/bf/51bf575f9af355f4f9f98abe8986402a.jpg,https://books.toscrape.com/catalogue/dark-places_144/index.html,Default,Dark Places,0.34357948344852673,14.0
Breaking Dawn (Twilight #4),35.28,1,5,https://books.toscrape.com/media/cache/ce/24/ce242d3eb00bf1938d6c18e0261ef868.jpg,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,Default,Breaking Dawn (Twilight #4),0.5505638413968716,14.0
Beautiful Creatures (Caster Chronicles #1),21.55,1,5,https://books.toscrape.com/media/cache/82/06/8206f351bd1ff6f52eed515a3b366916.jpg,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,Default,Beautiful Creatures (Caster Chronicles #1),0.30083666787922875,14.0
A Visit from the Goon Squad,14.08,1,5,https://books.toscrape.com/media/cache/92/02/9202adfd4bc39e4058c5b9e851ffbf5a.jpg,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,Default,A Visit from the Goon Squad,0.16496907966533284,14.0
The Zombie Room,19.69,1,5,https://books.toscrape.com/media/cache/1a/2d/1a2d5e478c6b33738ff17e7acfbd8b66.jpg,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,Default,The Zombie Room,0.26700618406693344,14.0
The Name of the Wind (The Kingkiller Chronicle #1),50.59,1,3,https://books.toscrape.com/media/cache/6a/b3/6ab3616e7495ef64b1546a178cf8a9e7.jpg,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,Default,The Name of the Wind (The Kingkiller Chronicle #1),0.8290287377228084,14.0
Taking Shots (Assassins #1),18.88,1,2,https://books.toscrape.com/media/cache/ea/92/ea92404bce04a4bc76f3ed9c5344b2bf.jpg,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,Default,Taking Shots (Assassins #1),0.25227355401964346,14.0
Shatter Me (Shatter Me #1),42.4,1,1,https://books.toscrape.com/media/cache/f0/31/f031254cafbdff0092c76c8dcba24139.jpg,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,Default,Shatter Me (Shatter Me #1),0.6800654783557657,14.0
Paradise Lost (Paradise #1),24.96,1,1,https://books.toscrape.com/media/cache/66/f9/66f9edebe41032584e08dcf2fc27b8b4.jpg,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,Default,Paradise Lost (Paradise #1),0.3628592215351037,14.0
On the Road (Duluoz Legend),32.36,1,3,https://books.toscrape.com/media/cache/b8/3e/b83e5f1b9c1dcfe0ef05cff4b080e0fa.jpg,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,Default,On the Road (Duluoz Legend),0.49745361949799927,14.0
Jane Eyre,38.43,1,5,https://books.toscrape.com/media/cache/0b/9b/0b9bd2c1de5ec402b2c797b53e5257f6.jpg,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,Default,Jane Eyre,0.6078574026918879,14.0
Frankenstein,38.0,1,2,https://books.toscrape.com/media/cache/00/25/0025515e987a1ebd648773f9ac70bfe6.jpg,https://books.toscrape.com/catalogue/frankenstein_20/index.html,Default,Frankenstein,0.6000363768643143,14.0
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,https://books.toscrape.com/media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,0.5925791196798836,40.0
Join,35.67,1,5,https://books.toscrape.com/media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,https://books.toscrape.com/catalogue/join_902/index.html,Science Fiction,Join,0.5576573299381593,40.0
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,1,4,https://books.toscrape.com/media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",0.696435067297199,40.0
The Project,10.65,1,1,https://books.toscrape.com/media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg,https://books.toscrape.com/catalogue/the-project_856/index.html,Science Fiction,The Project,0.10258275736631503,40.0
Soft Apocalypse,26.12,1,2,https://books.toscrape.com/media/cache/f0/06/f0060c756556b855184fa32f66280961.jpg,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,Science Fiction,Soft Apocalypse,0.3839578028373954,40.0
Sleeping Giants (Themis Files #1),48.74,1,1,https://books.toscrape.com/media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,Science Fiction,Sleeping Giants (Themis Files #1),0.7953801382320844,40.0
Arena,21.36,1,4,https://books.toscrape.com/media/cache/51/88/518810d182843244a404f2a2a614a93b.jpg,https://books.toscrape.com/catalogue/arena_587/index.html,Science Fiction,Arena,0.2973808657693707,40.0
Foundation (Foundation (Publication Order) #1),32.42,1,1,https://books.toscrape.com/media/cache/8b/92/8b9267df86378b6973974ae7e1924ffe.jpg,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,Science Fiction,Foundation (Foundation (Publication Order) #1),0.4985449254274282,40.0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,https://books.toscrape.com/media/cache/b8/b2/b8b2956acc758a381beef87339c0a52f.jpg,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),0.107493634048745,40.0
Ready Player One,19.07,1,4,https://books.toscrape.com/media/cache/51/34/513418bd1c6114f3ea1fd703278e20ef.jpg,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,Science Fiction,Ready Player One,0.25572935612950165,40.0
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,1,2,https://books.toscrape.com/media/cache/ef/8b/ef8bc5adcd3bea8e8ba97be76d07a32a.jpg,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",0.5138232084394325,40.0
Dune (Dune #1),54.86,1,1,https://books.toscrape.com/media/cache/7a/bc/7abccb865ecf9b0f676800b10c71cfd6.jpg,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,Science Fiction,Dune (Dune #1),0.9066933430338304,40.0
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,https://books.toscrape.com/media/cache/fa/65/fa653fbe3a4c69227c9b79d471cee576.jpg,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),0.84521644234267,40.0
Three Wishes (River of Time: California #1),44.18,1,2,https://books.toscrape.com/media/cache/c7/21/c721943edf481cad5ab32505e2ad3865.jpg,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,Science Fiction,Three Wishes (River of Time: California #1),0.7124408875954893,40.0
The Last Girl (The Dominion Trilogy #1),36.26,1,2,https://books.toscrape.com/media/cache/da/47/da4746e620f8ccd7cf20628d1a5e535a.jpg,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,Science Fiction,The Last Girl (The Dominion Trilogy #1),0.5683885049108767,40.0
